id,prompt,BLIPScore
94_A food truck._2_dalle_v2,A man at a food truck viewing the menu.,-0.98
94_A food truck._3_dalle_v2,A man at a food truck viewing the menu.,-0.59
94_A food truck._4_dalle_v2,A man at a food truck viewing the menu.,-0.37
94_A menu._1_dalle_v2,A man at a food truck viewing the menu.,0.35
94_A menu._2_dalle_v2,A man at a food truck viewing the menu.,0.09
94_A menu._3_dalle_v2,A man at a food truck viewing the menu.,0.23
94_A menu._4_dalle_v2,A man at a food truck viewing the menu.,-0.39
coco_685662_stable_diffusion_v2_1,A man and a woman posing in front of a motorcycle.,-0.98
95_A man and a woman posing in front of a motorcycle._0_dalle_v2,A man and a woman posing in front of a motorcycle.,0.07
95_A man and a woman posing in front of a motorcycle._1_dalle_v2,A man and a woman posing in front of a motorcycle.,0.28
95_A man and a woman posing in front of a motorcycle._2_dalle_v2,A man and a woman posing in front of a motorcycle.,-0.17
95_A man and a woman posing in front of a motorcycle._3_dalle_v2,A man and a woman posing in front of a motorcycle.,-0.04
95_A man and a woman posing in front of a motorcycle._4_dalle_v2,A man and a woman posing in front of a motorcycle.,0.00
95_A man and a woman posing._0_dalle_v2,A man and a woman posing in front of a motorcycle.,-0.19
95_A man and a woman posing._1_dalle_v2,A man and a woman posing in front of a motorcycle.,-0.38
95_A man and a woman posing._2_dalle_v2,A man and a woman posing in front of a motorcycle.,0.07
95_A man and a woman posing._3_dalle_v2,A man and a woman posing in front of a motorcycle.,0.05
95_A man and a woman posing._4_dalle_v2,A man and a woman posing in front of a motorcycle.,0.12
95_A man posing in front of a motorcycle._0_dalle_v2,A man and a woman posing in front of a motorcycle.,-0.40
95_A man posing in front of a motorcycle._1_dalle_v2,A man and a woman posing in front of a motorcycle.,-0.28
95_A man posing in front of a motorcycle._2_dalle_v2,A man and a woman posing in front of a motorcycle.,-0.34
95_A man posing in front of a motorcycle._3_dalle_v2,A man and a woman posing in front of a motorcycle.,-0.53
95_A man posing in front of a motorcycle._4_dalle_v2,A man and a woman posing in front of a motorcycle.,-0.11
95_A woman posing in front of a motorcycle._0_dalle_v2,A man and a woman posing in front of a motorcycle.,0.05
95_A woman posing in front of a motorcycle._1_dalle_v2,A man and a woman posing in front of a motorcycle.,0.26
95_A woman posing in front of a motorcycle._2_dalle_v2,A man and a woman posing in front of a motorcycle.,0.35
95_A woman posing in front of a motorcycle._3_dalle_v2,A man and a woman posing in front of a motorcycle.,0.18
95_A woman posing in front of a motorcycle._4_dalle_v2,A man and a woman posing in front of a motorcycle.,0.03
95_A man._0_dalle_v2,A man and a woman posing in front of a motorcycle.,-0.23
95_A man._1_dalle_v2,A man and a woman posing in front of a motorcycle.,-0.11
95_A man._2_dalle_v2,A man and a woman posing in front of a motorcycle.,-0.39
95_A man._3_dalle_v2,A man and a woman posing in front of a motorcycle.,0.29
95_A man._4_dalle_v2,A man and a woman posing in front of a motorcycle.,0.19
95_A woman._0_dalle_v2,A man and a woman posing in front of a motorcycle.,-0.12
95_A woman._1_dalle_v2,A man and a woman posing in front of a motorcycle.,-0.16
95_A woman._2_dalle_v2,A man and a woman posing in front of a motorcycle.,-0.59
95_A woman._3_dalle_v2,A man and a woman posing in front of a motorcycle.,0.20
95_A woman._4_dalle_v2,A man and a woman posing in front of a motorcycle.,0.25
95_A motorcycle._0_dalle_v2,A man and a woman posing in front of a motorcycle.,-0.03
95_A motorcycle._1_dalle_v2,A man and a woman posing in front of a motorcycle.,-0.19
95_A motorcycle._2_dalle_v2,A man and a woman posing in front of a motorcycle.,-0.24
95_A motorcycle._4_dalle_v2,A man and a woman posing in front of a motorcycle.,-0.18
coco_751840_stable_diffusion_v2_1,A man in a black suit surfing a large wave,-0.04
96_A man in a black suit surfing a large wave_0_dalle_v2,A man in a black suit surfing a large wave,0.14
96_A man in a black suit surfing a large wave_1_dalle_v2,A man in a black suit surfing a large wave,-0.41
96_A man in a black suit surfing a large wave_2_dalle_v2,A man in a black suit surfing a large wave,-0.02
96_A man in a black suit surfing a large wave_3_dalle_v2,A man in a black suit surfing a large wave,-0.47
96_A man in a black suit surfing a large wave_4_dalle_v2,A man in a black suit surfing a large wave,0.04
96_A man surfing a large wave._1_dalle_v2,A man in a black suit surfing a large wave,-0.29
96_A man surfing a large wave._3_dalle_v2,A man in a black suit surfing a large wave,0.06
96_A black suit on a large wave._0_dalle_v2,A man in a black suit surfing a large wave,-0.34
96_A black suit on a large wave._1_dalle_v2,A man in a black suit surfing a large wave,-0.21
96_A black suit on a large wave._2_dalle_v2,A man in a black suit surfing a large wave,0.10
96_A black suit on a large wave._3_dalle_v2,A man in a black suit surfing a large wave,-0.24
96_A black suit on a large wave._4_dalle_v2,A man in a black suit surfing a large wave,-0.27
96_A man._0_dalle_v2,A man in a black suit surfing a large wave,-0.10
96_A man._1_dalle_v2,A man in a black suit surfing a large wave,-0.08
96_A man._2_dalle_v2,A man in a black suit surfing a large wave,0.43
96_A man._3_dalle_v2,A man in a black suit surfing a large wave,-0.19
96_A man._4_dalle_v2,A man in a black suit surfing a large wave,-0.08
96_A black suit._1_dalle_v2,A man in a black suit surfing a large wave,-0.64
96_A black suit._2_dalle_v2,A man in a black suit surfing a large wave,-0.57
96_A black suit._3_dalle_v2,A man in a black suit surfing a large wave,-0.49
96_A black suit._4_dalle_v2,A man in a black suit surfing a large wave,-0.23
96_A large wave._0_dalle_v2,A man in a black suit surfing a large wave,0.21
96_A large wave._1_dalle_v2,A man in a black suit surfing a large wave,-0.00
96_A large wave._2_dalle_v2,A man in a black suit surfing a large wave,0.09
96_A large wave._3_dalle_v2,A man in a black suit surfing a large wave,0.03
96_A large wave._4_dalle_v2,A man in a black suit surfing a large wave,0.00
coco_251210_stable_diffusion_v2_1,A man standing by an oven.,-1.32
97_A man standing by an oven._0_dalle_v2,A man standing by an oven.,-0.21
97_A man standing by an oven._1_dalle_v2,A man standing by an oven.,-0.32
97_A man standing by an oven._2_dalle_v2,A man standing by an oven.,-0.48
97_A man standing by an oven._3_dalle_v2,A man standing by an oven.,-0.10
97_A man standing by an oven._4_dalle_v2,A man standing by an oven.,-0.19
97_A man._0_dalle_v2,A man standing by an oven.,0.02
97_A man._1_dalle_v2,A man standing by an oven.,0.55
97_A man._2_dalle_v2,A man standing by an oven.,0.38
97_A man._3_dalle_v2,A man standing by an oven.,-0.41
97_A man._4_dalle_v2,A man standing by an oven.,0.58
97_An oven._0_dalle_v2,A man standing by an oven.,-0.50
97_An oven._1_dalle_v2,A man standing by an oven.,-0.29
97_An oven._2_dalle_v2,A man standing by an oven.,-0.57
97_An oven._3_dalle_v2,A man standing by an oven.,-0.41
97_An oven._4_dalle_v2,A man standing by an oven.,-0.49
coco_625027_stable_diffusion_v2_1,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.82
98_A grassy slope with several rams grazing._0_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.72
98_A grassy slope with several rams grazing._1_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-1.20
98_A grassy slope with several rams grazing._2_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.71
98_A grassy slope with several rams grazing._3_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.69
98_A grassy slope with several rams grazing._4_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.58
98_A white slope in the background._0_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.43
98_A white slope in the background._1_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.39
98_A white slope in the background._2_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.65
98_A white slope in the background._3_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.34
98_A white slope in the background._4_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.55
98_Several rams grazing._0_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.87
98_Several rams grazing._1_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.77
98_Several rams grazing._2_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.67
98_Several rams grazing._3_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.52
98_Several rams grazing._4_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.51
98_One measly and underdeveloped evergreen._0_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,0.02
98_One measly and underdeveloped evergreen._1_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.59
98_One measly and underdeveloped evergreen._2_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.57
98_One measly and underdeveloped evergreen._3_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.46
98_One measly and underdeveloped evergreen._4_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.38
98_A grassy slope._0_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.76
98_A grassy slope._1_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-1.32
98_A grassy slope._2_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.69
98_A grassy slope._3_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-1.13
98_A grassy slope._4_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.56
98_A white slope._0_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.68
98_A white slope._1_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.50
98_A white slope._2_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,-0.57
