id,prompt,CLIPScore
98_One measly and underdeveloped evergreen._1_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,25.77
98_One measly and underdeveloped evergreen._2_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,18.60
98_One measly and underdeveloped evergreen._3_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,19.18
98_One measly and underdeveloped evergreen._4_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,17.48
98_A grassy slope._0_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,25.71
98_A grassy slope._1_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,28.10
98_A grassy slope._2_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,26.18
98_A grassy slope._3_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,25.21
98_A grassy slope._4_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,27.46
98_A white slope._0_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,20.37
98_A white slope._1_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,22.61
98_A white slope._2_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,22.03
98_A white slope._3_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,22.77
98_A white slope._4_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,21.98
98_Rams._0_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,26.21
98_Rams._1_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,24.53
98_Rams._2_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,27.43
98_Rams._3_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,25.43
98_Rams._4_dalle_v2,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ,25.16
coco_827653_stable_diffusion_v2_1,People are wearing helmets standing next to bikes in the woods.,31.51
99_People are wearing helmets standing next to bikes in the woods._0_dalle_v2,People are wearing helmets standing next to bikes in the woods.,32.72
99_People are wearing helmets standing next to bikes in the woods._1_dalle_v2,People are wearing helmets standing next to bikes in the woods.,35.12
99_People are wearing helmets standing next to bikes in the woods._2_dalle_v2,People are wearing helmets standing next to bikes in the woods.,31.62
99_People are wearing helmets standing next to bikes in the woods._3_dalle_v2,People are wearing helmets standing next to bikes in the woods.,34.62
99_People are wearing helmets standing next to bikes in the woods._4_dalle_v2,People are wearing helmets standing next to bikes in the woods.,32.86
99_People wearing helmets standing next to bikes._0_dalle_v2,People are wearing helmets standing next to bikes in the woods.,24.07
99_People wearing helmets standing next to bikes._1_dalle_v2,People are wearing helmets standing next to bikes in the woods.,27.32
99_People wearing helmets standing next to bikes._2_dalle_v2,People are wearing helmets standing next to bikes in the woods.,26.39
99_People wearing helmets standing next to bikes._3_dalle_v2,People are wearing helmets standing next to bikes in the woods.,24.73
99_People standing in the woods._0_dalle_v2,People are wearing helmets standing next to bikes in the woods.,26.76
99_People standing in the woods._1_dalle_v2,People are wearing helmets standing next to bikes in the woods.,23.60
99_People standing in the woods._2_dalle_v2,People are wearing helmets standing next to bikes in the woods.,25.22
99_People standing in the woods._3_dalle_v2,People are wearing helmets standing next to bikes in the woods.,23.46
99_People standing in the woods._4_dalle_v2,People are wearing helmets standing next to bikes in the woods.,25.92
99_People wearing helmets._0_dalle_v2,People are wearing helmets standing next to bikes in the woods.,29.78
99_People wearing helmets._1_dalle_v2,People are wearing helmets standing next to bikes in the woods.,17.69
99_People wearing helmets._2_dalle_v2,People are wearing helmets standing next to bikes in the woods.,19.67
99_People wearing helmets._3_dalle_v2,People are wearing helmets standing next to bikes in the woods.,20.61
99_People wearing helmets._4_dalle_v2,People are wearing helmets standing next to bikes in the woods.,30.02
99_Bikes in the woods._0_dalle_v2,People are wearing helmets standing next to bikes in the woods.,31.57
99_Bikes in the woods._1_dalle_v2,People are wearing helmets standing next to bikes in the woods.,30.80
99_Bikes in the woods._2_dalle_v2,People are wearing helmets standing next to bikes in the woods.,29.97
99_Bikes in the woods._3_dalle_v2,People are wearing helmets standing next to bikes in the woods.,30.56
99_Bikes in the woods._4_dalle_v2,People are wearing helmets standing next to bikes in the woods.,32.44
99_People._0_dalle_v2,People are wearing helmets standing next to bikes in the woods.,12.79
99_People._1_dalle_v2,People are wearing helmets standing next to bikes in the woods.,17.01
99_People._2_dalle_v2,People are wearing helmets standing next to bikes in the woods.,13.55
99_People._3_dalle_v2,People are wearing helmets standing next to bikes in the woods.,12.54
99_People._4_dalle_v2,People are wearing helmets standing next to bikes in the woods.,12.63
99_Helmets._0_dalle_v2,People are wearing helmets standing next to bikes in the woods.,31.29
99_Helmets._1_dalle_v2,People are wearing helmets standing next to bikes in the woods.,25.38
99_Helmets._2_dalle_v2,People are wearing helmets standing next to bikes in the woods.,25.14
99_Helmets._3_dalle_v2,People are wearing helmets standing next to bikes in the woods.,31.59
99_Helmets._4_dalle_v2,People are wearing helmets standing next to bikes in the woods.,30.21
99_Bikes._0_dalle_v2,People are wearing helmets standing next to bikes in the woods.,26.93
99_Bikes._1_dalle_v2,People are wearing helmets standing next to bikes in the woods.,25.80
99_Bikes._2_dalle_v2,People are wearing helmets standing next to bikes in the woods.,26.07
99_Bikes._3_dalle_v2,People are wearing helmets standing next to bikes in the woods.,23.81
99_Bikes._4_dalle_v2,People are wearing helmets standing next to bikes in the woods.,23.40
99_The woods._0_dalle_v2,People are wearing helmets standing next to bikes in the woods.,25.75
99_The woods._1_dalle_v2,People are wearing helmets standing next to bikes in the woods.,23.89
99_The woods._2_dalle_v2,People are wearing helmets standing next to bikes in the woods.,22.09
99_The woods._3_dalle_v2,People are wearing helmets standing next to bikes in the woods.,26.97
99_The woods._4_dalle_v2,People are wearing helmets standing next to bikes in the woods.,26.52
coco_645405_stable_diffusion_v2_1,A teddy bear under some furniture that appears to be turned on it's side.,35.11
100_A teddy bear._0_dalle_v2,A teddy bear under some furniture that appears to be turned on it's side.,28.28
100_A teddy bear._1_dalle_v2,A teddy bear under some furniture that appears to be turned on it's side.,28.79
100_A teddy bear._2_dalle_v2,A teddy bear under some furniture that appears to be turned on it's side.,27.01
100_A teddy bear._3_dalle_v2,A teddy bear under some furniture that appears to be turned on it's side.,27.45
100_A teddy bear._4_dalle_v2,A teddy bear under some furniture that appears to be turned on it's side.,26.53
coco_720267_stable_diffusion_v2_1,two men riding horses through a grassy field,31.61
101_two men riding horses through a grassy field_2_dalle_v2,two men riding horses through a grassy field,32.20
101_two men riding horses through a grassy field_0_dalle_v2,two men riding horses through a grassy field,30.03
101_two men riding horses through a grassy field_1_dalle_v2,two men riding horses through a grassy field,29.65
101_two men riding horses through a grassy field_3_dalle_v2,two men riding horses through a grassy field,30.28
101_two men riding horses through a grassy field_4_dalle_v2,two men riding horses through a grassy field,32.55
101_two men walking through a grassy field_2_dalle_v2,two men riding horses through a grassy field,26.14
101_two men walking through a grassy field_0_dalle_v2,two men riding horses through a grassy field,25.61
101_two men walking through a grassy field_1_dalle_v2,two men riding horses through a grassy field,25.69
101_two men walking through a grassy field_3_dalle_v2,two men riding horses through a grassy field,28.27
101_two men walking through a grassy field_4_dalle_v2,two men riding horses through a grassy field,24.19
101_two men riding horses (through the ocean)_1_dalle_v2,two men riding horses through a grassy field,27.98
101_two men riding horses (through the ocean)_2_dalle_v2,two men riding horses through a grassy field,27.07
101_two men riding horses (through the ocean)_0_dalle_v2,two men riding horses through a grassy field,27.93
101_two men riding horses (through the ocean)_3_dalle_v2,two men riding horses through a grassy field,25.30
101_two men riding horses (through the ocean)_4_dalle_v2,two men riding horses through a grassy field,25.77
101_two horses through a grassy field_0_dalle_v2,two men riding horses through a grassy field,30.60
101_two horses through a grassy field_1_dalle_v2,two men riding horses through a grassy field,29.35
101_two horses through a grassy field_2_dalle_v2,two men riding horses through a grassy field,30.56
101_two horses through a grassy field_3_dalle_v2,two men riding horses through a grassy field,30.79
101_two horses through a grassy field_4_dalle_v2,two men riding horses through a grassy field,28.92
101_two men walking by a sidewalk_2_dalle_v2,two men riding horses through a grassy field,16.12
101_two men walking by a sidewalk_0_dalle_v2,two men riding horses through a grassy field,14.88
101_two men walking by a sidewalk_1_dalle_v2,two men riding horses through a grassy field,21.56
101_two men walking by a sidewalk_3_dalle_v2,two men riding horses through a grassy field,18.37
101_two men walking by a sidewalk_4_dalle_v2,two men riding horses through a grassy field,15.65
101_two horses walking by a sidewalk_0_dalle_v2,two men riding horses through a grassy field,24.69
101_two horses walking by a sidewalk_1_dalle_v2,two men riding horses through a grassy field,21.53
101_two horses walking by a sidewalk_2_dalle_v2,two men riding horses through a grassy field,25.23
101_two horses walking by a sidewalk_3_dalle_v2,two men riding horses through a grassy field,23.54
101_two horses walking by a sidewalk_4_dalle_v2,two men riding horses through a grassy field,22.45
101_a grassy field_0_dalle_v2,two men riding horses through a grassy field,23.16
101_a grassy field_1_dalle_v2,two men riding horses through a grassy field,25.84
101_a grassy field_2_dalle_v2,two men riding horses through a grassy field,23.41
101_a grassy field_3_dalle_v2,two men riding horses through a grassy field,23.11
101_a grassy field_4_dalle_v2,two men riding horses through a grassy field,23.37
paintskill_374_stable_diffusion_v2_1,a photo of bear and dining table; dining table is below bear,37.05
102_a photo of bear._0_dalle_v2,a photo of bear and dining table; dining table is below bear,26.46
