id,prompt,ALIGNSCore
86_Two men in neon yellow safety jackets._2,Two men in neon yellow safety jackets sharing a meal next to a food car.,11.64
86_Two men in neon yellow safety jackets._3,Two men in neon yellow safety jackets sharing a meal next to a food car.,10.97
86_Two men in neon yellow safety jackets._4,Two men in neon yellow safety jackets sharing a meal next to a food car.,10.34
86_Two men sharing a meal._0,Two men in neon yellow safety jackets sharing a meal next to a food car.,7.98
86_Two men sharing a meal._1,Two men in neon yellow safety jackets sharing a meal next to a food car.,10.36
86_Two men sharing a meal._2,Two men in neon yellow safety jackets sharing a meal next to a food car.,10.98
86_Two men sharing a meal._3,Two men in neon yellow safety jackets sharing a meal next to a food car.,13.05
86_Two men sharing a meal._4,Two men in neon yellow safety jackets sharing a meal next to a food car.,9.10
86_A meal next to a food car._2,Two men in neon yellow safety jackets sharing a meal next to a food car.,9.36
86_A meal next to a food car._4,Two men in neon yellow safety jackets sharing a meal next to a food car.,10.01
86_Two men._0,Two men in neon yellow safety jackets sharing a meal next to a food car.,6.77
86_Two men._1,Two men in neon yellow safety jackets sharing a meal next to a food car.,6.05
86_Two men._2,Two men in neon yellow safety jackets sharing a meal next to a food car.,5.40
86_Two men._3,Two men in neon yellow safety jackets sharing a meal next to a food car.,5.58
86_Neon yellow safety jackets._0,Two men in neon yellow safety jackets sharing a meal next to a food car.,8.07
86_A meal._0,Two men in neon yellow safety jackets sharing a meal next to a food car.,4.43
86_A meal._1,Two men in neon yellow safety jackets sharing a meal next to a food car.,4.64
86_A meal._2,Two men in neon yellow safety jackets sharing a meal next to a food car.,2.58
86_A meal._4,Two men in neon yellow safety jackets sharing a meal next to a food car.,7.89
86_A food car._0,Two men in neon yellow safety jackets sharing a meal next to a food car.,8.79
86_A food car._1,Two men in neon yellow safety jackets sharing a meal next to a food car.,9.61
86_A food car._2,Two men in neon yellow safety jackets sharing a meal next to a food car.,9.55
86_A food car._3,Two men in neon yellow safety jackets sharing a meal next to a food car.,10.37
86_A food car._4,Two men in neon yellow safety jackets sharing a meal next to a food car.,11.64
87_an aerial photo of a sandy island in the ocean_0,an aerial photo of a sandy island in the ocean,18.20
87_an aerial photo of a sandy island in the ocean_2,an aerial photo of a sandy island in the ocean,18.41
87_an aerial photo of a sandy island in the ocean_3,an aerial photo of a sandy island in the ocean,18.68
87_an aerial photo of a sandy island in the ocean_4,an aerial photo of a sandy island in the ocean,16.49
87_an aerial photo of a ocean_0,an aerial photo of a sandy island in the ocean,13.13
coco_397109_stable_diffusion_v2_1,A commercial airplane with propellers flying through the air.,14.51
88_A commercial airplane with propellers flying through the air._0,A commercial airplane with propellers flying through the air.,14.64
88_A commercial airplane with propellers flying through the air._1,A commercial airplane with propellers flying through the air.,16.53
88_A commercial airplane with propellers flying through the air._2,A commercial airplane with propellers flying through the air.,14.73
88_A commercial airplane with propellers flying through the air._3,A commercial airplane with propellers flying through the air.,16.50
88_A commercial airplane flying through the air._2,A commercial airplane with propellers flying through the air.,13.86
88_A commercial airplane flying through the air._3,A commercial airplane with propellers flying through the air.,15.10
88_A commercial airplane flying through the air._4,A commercial airplane with propellers flying through the air.,12.85
88_Propellers flying through the air._3,A commercial airplane with propellers flying through the air.,11.83
88_Propellers flying through the air._4,A commercial airplane with propellers flying through the air.,10.27
coco_20046_stable_diffusion_v2_1,An elevated subway train in a major city on a sunny day.,18.24
89_An elevated subway train in a major city on a sunny day._0,An elevated subway train in a major city on a sunny day.,17.30
89_An elevated subway train in a major city on a sunny day._1,An elevated subway train in a major city on a sunny day.,17.36
89_An elevated subway train in a major city on a sunny day._2,An elevated subway train in a major city on a sunny day.,17.47
89_An elevated subway train in a major city on a sunny day._3,An elevated subway train in a major city on a sunny day.,17.39
89_An elevated subway train in a major city on a sunny day._4,An elevated subway train in a major city on a sunny day.,17.19
89_An elevated subway train in a major city (at night)._0,An elevated subway train in a major city on a sunny day.,14.44
89_An elevated subway train in a major city (at night)._1,An elevated subway train in a major city on a sunny day.,14.15
89_An elevated subway train in a major city (at night)._2,An elevated subway train in a major city on a sunny day.,14.44
89_An elevated subway train on a sunny day._2,An elevated subway train in a major city on a sunny day.,17.64
89_A major city on a sunny day._0,An elevated subway train in a major city on a sunny day.,9.32
89_A major city on a sunny day._1,An elevated subway train in a major city on a sunny day.,7.55
89_A major city on a sunny day._2,An elevated subway train in a major city on a sunny day.,9.57
89_A major city on a sunny day._3,An elevated subway train in a major city on a sunny day.,9.74
89_A major city on a sunny day._4,An elevated subway train in a major city on a sunny day.,10.79
89_A subway train._0,An elevated subway train in a major city on a sunny day.,12.65
89_A subway train._1,An elevated subway train in a major city on a sunny day.,14.58
89_A subway train._2,An elevated subway train in a major city on a sunny day.,13.30
89_A subway train._3,An elevated subway train in a major city on a sunny day.,13.88
89_A subway train._4,An elevated subway train in a major city on a sunny day.,13.57
89_A major city._0,An elevated subway train in a major city on a sunny day.,7.18
89_A sunny day._0,An elevated subway train in a major city on a sunny day.,5.93
89_A sunny day._1,An elevated subway train in a major city on a sunny day.,7.12
89_A sunny day._2,An elevated subway train in a major city on a sunny day.,6.93
89_A sunny day._3,An elevated subway train in a major city on a sunny day.,6.74
89_A sunny day._4,An elevated subway train in a major city on a sunny day.,6.89
coco_627537_stable_diffusion_v2_1,A pear lemon and a banana in a wooden bowl.,18.67
90_A pear in a wooden bowl._3,A pear lemon and a banana in a wooden bowl.,16.74
90_A pear in a wooden bowl._4,A pear lemon and a banana in a wooden bowl.,17.19
90_A pear in a wooden bowl._0,A pear lemon and a banana in a wooden bowl.,16.49
90_A pear in a wooden bowl._1,A pear lemon and a banana in a wooden bowl.,15.78
90_A pear in a wooden bowl._2,A pear lemon and a banana in a wooden bowl.,15.84
90_A lemon in a wooden bowl._0,A pear lemon and a banana in a wooden bowl.,15.30
90_A lemon in a wooden bowl._1,A pear lemon and a banana in a wooden bowl.,16.93
90_A lemon in a wooden bowl._2,A pear lemon and a banana in a wooden bowl.,14.70
90_A lemon in a wooden bowl._3,A pear lemon and a banana in a wooden bowl.,15.65
90_A lemon in a wooden bowl._4,A pear lemon and a banana in a wooden bowl.,15.46
90_A banana in a wooden bowl._0,A pear lemon and a banana in a wooden bowl.,16.96
90_A banana in a wooden bowl._1,A pear lemon and a banana in a wooden bowl.,16.31
90_A banana in a wooden bowl._2,A pear lemon and a banana in a wooden bowl.,16.33
90_A banana in a wooden bowl._3,A pear lemon and a banana in a wooden bowl.,16.60
90_A banana in a wooden bowl._4,A pear lemon and a banana in a wooden bowl.,17.80
90_A pear._2,A pear lemon and a banana in a wooden bowl.,9.09
90_A pear._3,A pear lemon and a banana in a wooden bowl.,9.29
90_An orange._0,A pear lemon and a banana in a wooden bowl.,5.63
90_An orange._1,A pear lemon and a banana in a wooden bowl.,7.20
90_An orange._2,A pear lemon and a banana in a wooden bowl.,7.36
90_An orange._3,A pear lemon and a banana in a wooden bowl.,5.16
90_An orange._4,A pear lemon and a banana in a wooden bowl.,6.76
90_A banana._0,A pear lemon and a banana in a wooden bowl.,11.68
90_A banana._1,A pear lemon and a banana in a wooden bowl.,11.79
90_A banana._2,A pear lemon and a banana in a wooden bowl.,10.10
90_A banana._3,A pear lemon and a banana in a wooden bowl.,9.93
90_A banana._4,A pear lemon and a banana in a wooden bowl.,12.12
90_A wooden bowl._0,A pear lemon and a banana in a wooden bowl.,9.03
90_A wooden bowl._1,A pear lemon and a banana in a wooden bowl.,8.62
90_A wooden bowl._2,A pear lemon and a banana in a wooden bowl.,8.50
90_A wooden bowl._3,A pear lemon and a banana in a wooden bowl.,7.60
90_A wooden bowl._4,A pear lemon and a banana in a wooden bowl.,8.57
coco_321596_stable_diffusion_v2_1,A chair in the corner on a boat.,18.47
91_A chair in the corner on a boat._2_dalle_v2,A chair in the corner on a boat.,15.79
91_A chair in the corner on a boat._1_dalle_v2,A chair in the corner on a boat.,11.23
91_A chair in the corner on a boat._3_dalle_v2,A chair in the corner on a boat.,18.08
91_A chair in the corner on a boat._4_dalle_v2,A chair in the corner on a boat.,12.67
91_A chair._2_dalle_v2,A chair in the corner on a boat.,6.48
91_A chair._1_dalle_v2,A chair in the corner on a boat.,7.96
91_A chair._3_dalle_v2,A chair in the corner on a boat.,8.13
91_A chair._4_dalle_v2,A chair in the corner on a boat.,8.22
coco_668102_stable_diffusion_v2_1,A man sitting on a motorcycle smoking.,19.26
92_A man sitting on a motorcycle smoking._1_dalle_v2,A man sitting on a motorcycle smoking.,13.35
92_A man sitting on a motorcycle smoking._4_dalle_v2,A man sitting on a motorcycle smoking.,14.10
92_A man smoking._0_dalle_v2,A man sitting on a motorcycle smoking.,11.48
92_A man smoking._1_dalle_v2,A man sitting on a motorcycle smoking.,10.56
92_A man smoking._2_dalle_v2,A man sitting on a motorcycle smoking.,10.66
92_A man smoking._3_dalle_v2,A man sitting on a motorcycle smoking.,11.57
92_A man smoking._4_dalle_v2,A man sitting on a motorcycle smoking.,10.57
92_A motorcycle._0_dalle_v2,A man sitting on a motorcycle smoking.,8.07
92_A motorcycle._1_dalle_v2,A man sitting on a motorcycle smoking.,9.01
92_A motorcycle._2_dalle_v2,A man sitting on a motorcycle smoking.,7.16
92_A motorcycle._3_dalle_v2,A man sitting on a motorcycle smoking.,7.43
92_A motorcycle._4_dalle_v2,A man sitting on a motorcycle smoking.,8.52
coco_67370_stable_diffusion_v2_1,A car and a truck sitting in red light.,16.50
93_A car and a truck sitting in red light._0_dalle_v2,A car and a truck sitting in red light.,12.84
93_A car and a truck._3_dalle_v2,A car and a truck sitting in red light.,11.12
93_A car sitting in red light._1_dalle_v2,A car and a truck sitting in red light.,16.68
93_A car sitting in red light._2_dalle_v2,A car and a truck sitting in red light.,15.63
93_A car sitting in red light._3_dalle_v2,A car and a truck sitting in red light.,13.54
93_A truck at a red light._1_dalle_v2,A car and a truck sitting in red light.,9.98
93_A truck at a red light._2_dalle_v2,A car and a truck sitting in red light.,13.51
